stm_preyID,Prey_TaxonomicID,State_dvt,State_Digestion,Nb_Individuals,Weight_Tot,Comment,Predator_ID
3640,Rubbish - Line/Rope,,0,1,1.38,clear monofilament,915
3641,Megalocranchia fisherii Beak,,4,1,0.44,Large lower beak,915
3642,Megalocranchia fisherii Beak,,4,1,0.48,by RY; Large upper beak,915
3643,Taonius sp. Beak,,4,1,0.38,updated by RY; Smaller lower beak,915
3644,Bolitaenidae Beak,,4,1,0.03,by RY,915
3645,Gonatidae Beak,,4,1,0.02,by RY; tiny upper beak,915
3646,Bolitaenidae Beak,,4,1,0.05,by RY; bigger 1/2 octopod beak,915
3647,Phrosina semilunata,,2,19,8.72,,916
3648,Phronima sedentaria,,1,1,0.78,,916
3649,Phronima sedentaria,,2,1,0.74,,916
3650,Phronima sedentaria,,2,1,1.3132,,916
3651,Salpidae,,3,2,0.77,,916
3652,Platyscelus armatus,,1,1,0.4,,916
3653,Rubbish - Line/Rope,,0,1,0.15,monofilament line,916
3654,Helicocranchia sp.,,2,1,1.47,by RY - second undescribed species,916
3655,Amphipoda,,4,0,0.06,leg pieces,916
3656,Taonius sp. Beak,,4,1,0.16,updated by RY,917
3657,Sternoptyx sp.,,3,4,13.11,,917
3658,Sternoptyx sp.,,1,3,8.06,,917
3659,Phronima sedentaria,,2,5,2.5,,917
3660,Alepisaurus ferox,Juvenile,2,6,59.28,,917
3661,Phrosina semilunata,,3,0,6.99,,917
3662,Salpidae,,3,2,1.12,,917
3663,Rubbish - Plastic (white/clear),,0,1,1.29,white straw,917
3664,Rubbish - Plastic (colored),,0,1,1.1,blue packing strip,917
3665,Rubbish - Line/Rope,,0,1,0.13,blue monofilament,917
3666,Rubbish - Plastic (white/clear),,0,1,1.66,hard white plastic,917
3667,Alciopidae,,2,1,0.35,,918
3668,Platyscelus armatus,,1,2,1.11,,919
3669,Platyscelus ovoides,,1,2,1.08,,919
3670,Alepisaurus ferox,Juvenile,3,1,0.44,,919
3671,Anoplogaster cornuta,Juvenile,2,1,9.92,,919
3672,Sternoptyx sp.,,2,8,12.94,,919
3673,Rubbish - Line/Rope,,0,1,9.83,,919
3674,Rubbish - Plastic (colored),,0,1,2.39,,919
3675,Rubbish - Line/Rope,,0,1,0.18,,919
3676,Rubbish - Plastic (white/clear),,0,1,0.4,,919
3677,Rubbish - Plastic (colored),,0,1,0.92,,919
3678,Rubbish - Plastic (white/clear),,0,1,0.16,,919
3679,Salpidae,,3,8,2.7,,919
3680,Thecosomata,,3,1,0.15,,919
3681,Carinaria sp.,,3,8,3.36,,919
3682,Phronima sedentaria,,2,3,3.0016,,919
3683,Phronima sedentaria,,2,8,5.7,,919
3684,Phrosina semilunata,,2,58,22.97,,919
3685,Alepisaurus ferox,,2,1,384.46,,920
3686,Omosudis lowii,,3,1,20.85,,920
3687,Rubbish - Plastic (colored),,0,1,0.58,"black, flexible plastic",920
3688,Alepisaurus ferox,Juvenile,3,1,129.66,,921
3689,Sternoptyx sp.,,3,1,2.06,,921
3690,Acanthuridae,Juvenile,2,2,5.13,by BM; juvenile surgeonfish,921
3691,Alciopidae,,1,1,0.23,,921
3692,Rubbish - Line/Rope,,0,1,0.19,green rope,921
3693,Salpidae,,3,4,1.86,,922
3694,Phronima sedentaria,,3,3,2.8341,,922
3695,Carinaria sp.,,3,3,0.86,,922
3696,Phronima sedentaria,,3,10,4.27,,922
3697,Alciopidae,,3,25,3.89,,922
3698,Planctoteuthis sp.,,3,1,1.1,"by RY, no arms or beak unfortunately",922
3699,Alepisaurus ferox,Juvenile,3,4,33.26,,923
3700,Anoplogaster cornuta,Juvenile,1,1,8.18,,923
3701,Phronima sedentaria,,2,4,1.98,,923
3702,Platyscelus armatus,,1,5,1.84,,923
3703,Platyscelus ovoides,,1,3,2.15,,923
3704,Phrosina semilunata,,2,11,4.41,,923
3705,Sternoptyx sp.,,3,23,41.9,,923
3706,Sternoptyx sp.,,2,10,35.14,,923
3707,Psenes sp.,,3,1,1.25,,923
3708,Psenes maculatus,,1,1,4.99,,923
3709,Alciopidae,,1,1,0.11,,923
3710,Rubbish - Line/Rope,,0,1,2.77,monofilament line,923
3711,Rubbish - Line/Rope,,0,1,2.34,black twine,924
3712,Japetella diaphana,,1,1,19.09,by RY; was correct!,924
3713,Grimalditeuthis bonplandii,,1,1,24.63,by RY; need to confirm,924
3714,Anoplogaster cornuta,Juvenile,2,1,16.58,,925
3715,Sternoptyx sp.,,1,1,6.18,,925
3716,Sternoptyx sp.,,3,1,2.48,,925
3717,Platyscelus armatus,,3,1,0.34,,925
3718,Alciopidae,,3,2,0.47,,925
3719,Taonius sp. Beak,,4,1,0.38,updated by RY,925
3720,Platyscelus ovoides,,2,2,1.36,,925
3721,Rubbish - Line/Rope,,0,1,0.02,clear monofilament,925
3722,Salpidae,,3,3,2.05,broken,925
3723,Phrosina semilunata,,3,7,2.53,,925
3724,Phronima sedentaria,,2,5,5.0719,,925
3725,Phronima sedentaria,,2,7,3.74,,925
3726,Trachipteridae,,3,2,148.74,probably Trachypterus trachipterus,926
3727,Japetella diaphana,,2,1,13.44,by RY; was incorrect!,926
3728,Onychoteuthis sp. Beak,,4,1,0.29,"by RY; species 2, could be O. borealijaponica",927
3729,Salpidae,,3,1,0.84,,927
3730,Lanceola loveni,,3,1,0.15,,927
3731,Phronima sedentaria,,2,1,0.72,,927
3732,Alciopidae,,2,29,13.29,,927
3733,Carinaria sp.,,4,1,0.14,shell fragment,928
3734,Phrosina semilunata,,2,1,0.74,,928
3735,Alciopidae,,2,2,0.25,,928
3736,Balistidae,Juvenile,2,1,2.88,"by BM; juvenile triggerfish, yes",928
3737,Phrosina semilunata,,3,1,0.17,,931
3738,Rubbish - Line/Rope,,0,1,0.78,white-ish twine,931
3739,Sternoptyx sp.,,1,3,8.98,,932
3740,Phrosina semilunata,,3,17,5.27,,932
3741,Phronima sedentaria,,2,2,1.1,,932
3742,Salpidae,,2,1,0.71,house,932
3743,Omosudis lowii,,2,1,8.37,,932
3744,Nealotus tripes,,3,1,3.18,,932
3745,Phronima sedentaria,,3,1,0.51,,933
3746,Salpidae,,3,2,0.99,house,933
3747,Sternoptyx sp.,,2,1,1.92,,935
3748,Lanceola loveni,,3,1,0.41,,935
3749,Alepisaurus ferox,Juvenile,2,1,0.62,,935
3750,Chiroteuthis sp. Beak,,4,1,0.16,by RY,935
3751,Linophrynidae,,1,1,2.48,by BM; given to BM; transforming male angler fish,936
3752,Anoplogaster cornuta,Juvenile,1,6,77.86,,936
3753,Sternoptyx sp.,,2,6,15.99,,936
3754,Rubbish - Plastic (white/clear),,0,1,3.07,"hard, white",936
3755,Omosudis lowii,,2,1,5.6,,936
3756,Alciopidae,,2,1,0.27,,936
3757,Salpidae,,3,6,3.48,,936
3758,Phronima sedentaria,,3,5,5.6682,,936
3759,Phronima sedentaria,,1,7,5.39,,936
3760,Phrosina semilunata,,3,6,2.8,,936
3761,Brachycelus sp.,,1,1,0.15,,936
3762,Unidentified Crustacea,,1,1,0.5,Saved for MW; Scina? Weird amphipod,936
3763,Taonius sp. Beak,,4,1,0.43,by RY,936
3764,Phrosina semilunata,,4,1,0.25,,937
3765,Phronima sedentaria,,3,1,0.59,,937
3766,Hirondellea gigas,,3,3,0.71,,937
3767,Platyscelus ovoides,,2,1,0.57,,937
3768,Platyscelus armatus,,2,1,0.3,,937
3769,Alepisaurus ferox,Juvenile,3,1,0.25,,937
3770,Anoplogaster cornuta,Juvenile,2,5,29.52,,937
3771,Rubbish - Line/Rope,,0,1,0.15,,937
3772,Sternoptyx sp.,,2,16,25.51,,937
3773,Sternoptyx sp.,,3,1,0.18,,937
3774,Alciopidae,,2,2,0.38,,938
3775,Platyscelus armatus,,2,1,0.41,,938
3776,Platyscelus ovoides,,2,1,0.53,,938
3777,Salpidae,,3,2,0.79,house,938
3778,Carinaria sp.,,3,2,0.57,,938
3779,Sternoptyx sp.,,3,2,1.42,,938
3780,Hirondellea gigas,,2,3,0.7,,938
3781,Phrosina semilunata,,2,4,0.98,,938
3782,Phronima sedentaria,,2,4,2.35,,938
3783,Phronima sedentaria,,2,1,0.9045,,938
3784,Anoplogaster cornuta,Juvenile,2,1,17.58,,939
3785,Alepisaurus ferox,,3,2,43.4,,939
3786,Alciopidae,,3,1,0.22,,939
3787,Rubbish - Plastic (colored),,0,1,3.6,black thin plastic,939
3788,Rubbish - Line/Rope,,0,1,2.95,black thick twine,939
3789,Brachycelus sp.,,2,1,0.09,,939
3790,Platyscelus ovoides,,2,2,1.32,,939
3791,Salpidae,,3,15,8.86,houses,939
3792,Sternoptyx sp.,,3,14,25.89,,939
3793,Carinaria sp.,,3,1,0.27,,939
3794,Phrosina semilunata,,2,19,7.86,,939
3795,Phronima sedentaria,,2,5,4.4957,,939
3796,Phronima sedentaria,,2,22,12.29,,939
3797,Carinaria sp.,,3,3,2.33,,940
3798,Alciopidae,,3,2,0.35,,940
3799,Rubbish - Line/Rope,,0,1,0.08,black twine,940
3800,Rubbish - Line/Rope,,0,1,0.01,clear monofilament,940
3801,Salpidae,,3,2,0.53,can't measure,940
3802,Sternoptyx sp.,,3,5,3.57,,940
3803,Alepisaurus ferox,,2,1,5.51,,940
3804,Phronima sedentaria,,2,3,1.75,,940
3805,Phronima sedentaria,,2,1,0.737,,940
3806,Alciopidae,,3,17,4.06,too digested to measure,941
3807,Lanceola loveni,,3,1,0.13,,941
3808,Cavolinia sp.,,2,1,0.14,,941
3809,Rubbish - Plastic (white/clear),,0,2,4.75,"clear, hard, thin and rectangular pieces",942
3810,Anoplogaster cornuta,Juvenile,1,1,11.68,,942
3811,Taractes asper,,2,1,7.85,by BM,942
3812,Rubbish - Plastic (colored),,0,1,0.38,"black, ragged sheet",942
3813,Sternoptyx sp.,,3,5,11.78,,942
3814,Phronima sedentaria,,2,2,1.71,,942
3815,Salpidae,,3,1,1.4,Alciopid was inside,942
3816,Alciopidae,,2,11,5.24,,942
3817,Unidentified Fish,,4,0,3.47,"vertebrate, digested flesh, etc. Very odd!",943
3818,Anoplogaster cornuta,Juvenile,2,2,9.73,,943
3819,Alepisaurus ferox,Juvenile,3,6,13.84,,943
3820,Taractes asper,Juvenile,2,1,4.81,by BM,943
3821,Sternoptyx sp.,,2,6,10.46,,943
3822,Salpidae,,4,0,1.5,pieces of houses,943
3823,Carinaria sp.,,3,1,0.55,,943
3824,Phronima sedentaria,,3,1,0.871,,943
3825,Platyscelus ovoides,,2,1,0.74,,943
3826,Phrosina semilunata,,3,1,0.36,,943
3827,Phronima sedentaria,,2,4,2.48,,943
3828,Rubbish - Line/Rope,,0,1,10.57,green and grey twine,943
3829,Rubbish - Plastic (colored),,0,1,2.14,"thin, black plastic",943
3830,Rubbish - Plastic (white/clear),,0,1,1.17,whitish box strap,943
3831,Taonius sp. Beak,,4,2,0.4,updated by RY,943
3832,Bolitaenidae Beak,,4,2,0.02,by RY,943
3833,Octopoteuthis sp.,,3,1,1.93,by RY,944
3834,Sternoptyx sp.,,3,3,4.56,,944
3835,Alciopidae,,2,2,0.75,,944
3836,Salpidae,,3,3,1.55,house pieces,944
3837,Amphipoda,,4,5,0.86,"weird, digested, blackish",944
3838,Phrosina semilunata,,3,5,2,,944
3839,Phronima sedentaria,,2,6,5.16,,944
3840,Phronima sedentaria,,3,4,4.6297,,944
3841,Rubbish - Line/Rope,,0,1,1.21,"black, metal wire",945
3842,Platyscelus ovoides,,1,1,0.5,,945
3843,Platyscelus armatus,,1,1,0.27,,945
3844,Walvisteuthis sp.,,2,1,3.65,by RY,945
3845,Alepisaurus ferox,,2,4,20.27,,945
3846,Psenes maculatus,,2,2,7.33,,945
3847,Stigmatoteuthis hoylei Beak,,4,2,0.41,,945
3848,Sternoptyx sp.,,2,6,10.35,,945
3849,Carinaria sp.,,3,3,0.9,,945
3850,Salpidae,,3,30,11.39,houses,945
3851,Phronima sedentaria,,3,6,5.9764,,945
3852,Phrosina semilunata,,2,14,6.23,,945
3853,Alciopidae,,3,10,1.4,,945
3854,Phronima sedentaria,,2,28,19.18,,945
3855,Lanceola loveni,,3,2,0.36,,946
3856,Alciopidae,,3,3,0.79,,946
3857,Histioteuthidae,,4,1,450.71,"by RY; purplish with eggs, deeper sea squid likely",947
3858,Alepisaurus ferox,,2,2,24.03,,947
3859,Phronima sedentaria,,3,1,0.9313,,947
3860,Phronima sedentaria,,2,1,0.59,,947
3861,Rubbish - Line/Rope,,0,1,3.43,colored twine,947
3862,Rubbish - Plastic (white/clear),,0,1,1.4,whitish box strap,947
3863,Rubbish - Plastic (white/clear),,0,1,0.87,"hard, white bottle top",947
3864,Rubbish - Plastic (white/clear),,0,1,6.91,"thin, translucent plastic",947
3865,Sternoptyx sp.,,2,2,11.08,,948
3866,Sternoptyx sp.,,3,51,97.14,,948
3867,Platyscelus armatus,,2,1,0.33,,948
3868,Platyscelus ovoides,,2,3,1.93,,948
3869,Phrosina semilunata,,3,1,0.45,,948
3870,Galiteuthis sp. Beak,,4,1,0.49,updated by RY; Galiteuthis cf phyllura,948
3871,Phronima sedentaria,,3,1,1.1055,,948
3872,Rubbish - Line/Rope,,0,1,0.32,green monofilament,948
3873,Bolitaenidae,,3,1,2.99,,948
3874,Phronima sedentaria,,2,9,6.71,,948
3875,Salpidae,,3,5,3.26,,948
3876,Alciopidae,,3,8,0.86,,948
3877,Anoplogaster cornuta,Juvenile,3,3,20.67,,948
3878,Alepisaurus ferox,Juvenile,3,3,19.16,,948
3879,Rubbish - Line/Rope,,0,1,0.24,monofilament line,949
3880,Hirondellea gigas,,2,2,0.41,,951
3881,Cavolinia sp.,,2,1,0.19,,952
3882,Phrosina semilunata,,2,6,1.3,,952
3883,Sternoptyx sp.,,2,2,4.17,,954
3884,Alciopidae,,2,3,1.28,,954
3885,Hirondellea gigas,,2,1,0.27,,954
3886,Rubbish - Line/Rope,,0,1,0.01,monofilament line,954
3887,Sternoptyx sp.,,2,2,0.95,,955
3888,Platyscelus armatus,,1,1,0.42,,955
3889,Alciopidae,,2,2,0.67,saved for TTJ,955
3890,Rubbish - Plastic (colored),,0,1,0.66,"thin, black plastic",955
3891,Phrosina semilunata,,3,1,0.11,,955
3892,Tremoctopus gracilis,,2,1,1.78,,955
3893,Sternoptyx sp.,,3,3,10.51,,956
3894,Platyscelus armatus,,2,2,0.79,,956
3895,Phrosina semilunata,,2,18,8.47,wrapped up in purple stringy thingy,956
3896,Phronima sedentaria,,2,1,0.53,,956
3897,Pholidoteuthis massyae,,2,1,5.42,by RY; extremely long clubs,956
3898,Carinaria sp.,,2,1,0.62,,956
3899,Unidentified Mollusc,,4,1,4.28,"long, wispy, purple fibers; gelatinous atolla or squid-related?",956
3900,Sternoptyx sp.,,1,1,1.1,,957
3901,Hirondellea gigas,,2,2,0.55,,957
3902,Alciopidae,,2,3,1.14,Saved for TTJ (whole set),957
3903,Lanceola loveni,,2,1,0.52,,957
3904,Unidentified Crustacea,,4,1,0.74,deep-sea red looking crustacean color but no identifiable features,957
3905,Phrosina semilunata,,3,5,2.82,,958
3906,Platyscelus ovoides,,2,1,0.84,,958
3907,Alepisaurus ferox,Juvenile,2,1,0,,958
3908,Alciopidae,,3,1,0.07,,958
3909,Sternoptyx sp.,,3,1,6.24,,958
3910,Anoplogaster cornuta,Juvenile,2,2,28.41,,958
3911,Taonius sp. Beak,,4,1,0.29,updated by RY,958
3912,Rubbish - Plastic (white/clear),,0,1,0.33,"whitish, thin plastic",958
3913,Anoplogaster cornuta,Juvenile,2,1,9.99,,959
3914,Platyscelus ovoides,,2,1,0.87,,959
3915,Alciopidae,,3,1,0.16,,959
3916,Psenes maculatus,,2,1,16.74,,959
3917,Anoplogaster cornuta,Juvenile,1,3,29.08,,960
3918,Sternoptyx sp.,,2,13,22.37,,960
3919,Hirondellea gigas,,2,3,1.06,,960
3920,Lanceola loveni,,2,3,1.26,,960
3921,Japetella diaphana,,3,2,13.96,"by RY; was correct!; damaged mantles, cannot measure",960
3922,Tremoctopus gracilis,,2,1,2.4,,960
3923,Phrosina semilunata,,2,1,0.22,,960
3924,Carinaria sp.,,3,2,0.49,,960
3925,Rubbish - Line/Rope,,0,1,0.1,,960
3926,Alciopidae,,2,25,7.32,saved for TTJ,960
3927,Sternoptyx sp.,,2,1,3.01,,962
3928,Phrosina semilunata,,3,1,0.11,,962
3929,Phronima sedentaria,,2,1,0.7839,,962
3930,Rubbish - Line/Rope,,0,1,0.93,black twine ball,962
3931,Sternoptyx sp.,,1,1,3.29,,963
3932,Rubbish - Line/Rope,,0,1,12.35,black twine ball,963
3933,Phronima sedentaria,,2,1,1.2864,,963
3934,Lanceola loveni,,2,2,0.77,,963
3935,Phrosina semilunata,,2,4,1.56,,963
3936,Salpidae,,3,0,0.65,house pieces,963
3937,Alciopidae,,3,8,2.12,,963
3938,Stigmatoteuthis hoylei Beak,,4,2,0.39,by RY,963
3939,Rubbish - Line/Rope,,0,1,1.73,white-ish twine,964
3940,Rubbish - Line/Rope,,0,1,1.52,green monofilament bunch,964
3941,Unidentified Fish,,3,1,0.93,Saved for BM; long fish,964
3942,Phrosina semilunata,,2,15,10.91,,965
3943,Phronima sedentaria,,2,2,0.43,,965
3944,Salpidae,,3,1,0.24,,965
3945,Carinaria sp.,,3,4,2.39,,965
3946,Alciopidae,,2,1,0.37,,965
3947,Chiroteuthis picteti,,2,1,1.32,by RY; correct!  Gold star!  Transforming chiroteuthid?,965
3948,Pterycombus petersii,,1,1,17.74,,965
3949,Taractichthys steindachneri,Juvenile,1,1,3.2,by BM,965
3950,Nealotus tripes,,3,2,2.35,by BM,965
3951,Decapterus sp.,Juvenile,3,2,3.38,"by BM; 2 juvenile opelu, unusual",965
3952,Hirondellea gigas,,2,1,0.26,,966
3953,Sternoptyx sp.,,3,1,0.72,,966
3954,Salpidae,,3,1,0.97,,966
3955,Phronima sedentaria,,3,1,0.45,,966
3956,Psenes maculatus,,2,2,8.13,,966
3957,Alciopidae,,3,2,0.41,,966
3958,Amphipoda,,3,1,0.13,Saved for MW,966
3959,Platyscelus armatus,,1,8,2.86,,967
3960,Sternoptyx sp.,,1,5,9.98,,967
3961,Cavolinia sp.,,2,1,0.06,,967
3962,Carinaria sp.,,3,3,0.79,,967
3963,Phronima sedentaria,,2,3,1.04,,967
3964,Bolitaenidae,Juvenile,3,1,0.79,by RY,967
3965,Nealotus tripes,,2,1,4.59,,967
3966,Phrosina semilunata,,3,66,20.96,,967
3967,Omosudis lowii,,2,2,98.26,,968
3968,Rubbish - Plastic (no color available),,0,1,0.95,hard white plastic,968
3969,Rubbish - Plastic (white/clear),,0,1,2.81,clear thin plastic,968
3970,Rubbish - Plastic (colored),,0,1,8.78,black thin plastic,968
3971,Walvisteuthis sp. Beak,,4,1,0.13,by RY,969
3972,Psenes maculatus,,2,1,21.51,,969
3973,Anoplogaster cornuta,Juvenile,1,1,7.88,,969
3974,Sternoptyx sp.,,4,1,0.31,,969
3975,Alepisaurus ferox,,2,1,28.24,,969
3976,Omosudis lowii,,2,2,6.9,,969
3977,Alciopidae,,3,5,2.38,,969
3978,Carinaria sp.,,4,1,0.28,,969
3979,Sternoptyx sp.,,1,2,8.24,,970
3980,Alepisaurus ferox,Juvenile,2,3,68.74,,970
3981,Alciopidae,,3,81,20.9,Saved for TTJ,970
3982,Rubbish - Plastic (white/clear),,0,1,0.25,hard white plastic,971
3983,Rubbish - Plastic (colored),,0,1,2.46,thin black plastic,971
3984,Taonius sp. Beak,,4,1,0.39,updated by RY,971
3985,Alepisaurus ferox,,2,1,278.44,,971
3986,Pyrosoma sp.,,3,1,2.07,,971
3987,Anoplogaster cornuta,Juvenile,1,8,105.9,,972
3988,Sternoptyx sp.,,2,2,8.21,,972
3989,Alepisaurus ferox,,2,1,76.26,,972
3990,Unidentified Mollusc,,4,1,12.51,weird (same) purple stringy thing,972
3991,Salpidae,,3,1,0.32,house,972
3992,Phronima sedentaria,,3,1,0.8643,,972
3993,Phronima sedentaria,,1,1,0.55,,972
3994,Platyscelus ovoides,,1,1,0.61,,972
3995,Lanceola loveni,,3,2,0.45,,972
3996,Phrosina semilunata,,2,26,14.39,,972
3997,Taonius sp. Beak,,4,1,0.08,updated by RY,972
3998,Japetella diaphana,,2,1,6.25,by RY; was correct!,972
3999,Octopoteuthis sp.,,3,1,2.75,by RY,973
4000,Anoplogaster cornuta,Juvenile,2,9,113.82,,973
4001,Sternoptyx sp.,,3,2,5.9,,973
4002,Omosudis lowii,,2,1,6.84,,973
4003,Alepisaurus ferox,Juvenile,3,1,35.35,,973
4004,Phrosina semilunata,,3,1,0.58,,973
4005,Alciopidae,,3,7,3.71,"in pieces, can't measure",973
4006,Lanceola loveni,,3,1,0.45,,974
4007,Sternoptyx sp.,,2,1,7.16,,974
4008,Alciopidae,,2,62,29.71,Saved for TTJ,974
4009,Phrosina semilunata,,2,1,0.35,,974
4010,Sternoptyx sp.,,2,1,1.5,,975
4011,Hirondellea gigas,,1,1,0.22,,975
4012,Walvisteuthis sp.,,1,1,7.94,by RY; was correct!,976
4013,Megalocranchia fisherii,,3,1,1.51,by RY; was incorrect but right family,976
4014,Cavolinia sp.,,3,1,0.23,,976
4015,Omosudis lowii,,3,1,9.86,,977
4016,Sternoptyx sp.,,1,10,20.67,,978
4017,Sternoptyx sp.,,3,33,44.33,,979
4018,Omosudis lowii,,2,1,91.6,,980
4019,Sternoptyx sp.,,3,2,1.22,,980
4020,Sternoptyx sp.,,1,4,15.63,,980
4021,Carinaria sp.,,4,6,1.76,hard to measure,980
4022,Phrosina semilunata,,3,3,0.95,,980
4023,Platyscelus ovoides,,1,1,0.55,,980
4024,Platyscelus armatus,,1,2,0.83,,980
4025,Alciopidae,,2,10,3.61,,982
4026,Phrosina semilunata,,3,1,0.28,,982
4027,Hirondellea gigas,,2,3,0.97,,982
4028,Lanceola loveni,,2,10,2.96,,982
4029,Shrimp,,2,1,0.24,Saved for MW,982
4030,Japetella diaphana,,4,1,11.04,by RY; probably Japetella,982
4031,Japetella diaphana,,3,1,19.33,by RY; probably Japetella,982
4032,Omosudis lowii,,2,1,38.95,,983
4033,Taonius sp. Beak,,4,1,0.21,updated by RY,983
4034,Salpidae,,2,1,0.25,,983
4035,Rubbish - Plastic (colored),,0,1,0.95,,983
4036,Rubbish - Plastic (white/clear),,0,1,0.38,,983
4037,Rubbish - Line/Rope,,0,1,0.21,,983
4038,Bolitaenidae,,2,1,9.12,,983
4039,Tremoctopus gracilis,,2,1,14.67,,983
4040,Alciopidae,,2,27,11.13,,983
4041,Alepisaurus ferox,,2,1,486.13,,984
4042,Psenes maculatus,,3,1,0.47,,984
4043,Sternoptyx sp.,,2,5,13.72,,984
4044,Phronima sedentaria,,2,4,2.84,,984
4045,Phronima sedentaria,,2,4,5.1992,,984
4046,Alciopidae,,3,28,7.09,,984
4047,Carinaria sp.,,3,1,1.47,,984
4048,Salpidae,,3,1,0.98,,984
4049,Rubbish - Line/Rope,,0,1,7.08,,984
4050,Rubbish - Plastic (colored),,0,1,0.57,,984
4051,Rubbish - Plastic (white/clear),,0,1,1.07,,984
4052,Lanceola loveni,,3,1,0.23,,985
4053,Platyscelus armatus,,2,2,1.08,,985
4054,Phronima sedentaria,,2,3,0.51,,985
4055,Salpidae,,3,1,0.07,,985
4056,Phrosina semilunata,,3,1,0.27,,985
4057,Anoplogaster cornuta,Juvenile,1,4,36.32,,985
4058,Sternoptyx sp.,,1,4,12.85,,985
4059,Psenes maculatus,,1,1,5.89,,985
4060,Taractes asper,Juvenile,2,1,10.46,by BM,985
4061,Omosudis lowii,,2,2,6.3,,985
4062,Nansenia longicauda,,1,1,0.68,ID by BM; pencil fish; looked further at this microstomiid,985
4063,Alciopidae,,3,27,9.14,,985
4064,Platyscelus ovoides,,1,1,0.55,,985
4065,Omosudis lowii,,3,1,3.68,,986
4066,Phrosina semilunata,,3,1,0.26,,986
4067,Rubbish - Line/Rope,,0,1,0.44,,986
4068,Sternoptyx sp.,,2,10,12.78,,986
4069,Sternoptyx sp.,,3,4,8.26,,986
4070,Planctoteuthis sp.,,4,1,1.42,by RY; possibly a new species!,986
4071,Salpidae,,4,0,3.92,"pieces, can't count",986
4072,Phronima sedentaria,,2,19,8.84,,986
4073,Phronima sedentaria,,2,7,5.4471,,986
4074,Alciopidae,,3,1,0.13,,986
4075,Alepisaurus ferox,Juvenile,3,15,16.07,,986
4076,Trachipterus trachypterus,,3,2,24.07,,986
4077,Alepisaurus ferox,,3,1,65.35,,987
4078,Anoplogaster cornuta,Juvenile,2,3,47.79,,987
4079,Carinaria sp.,,3,1,0.56,,987
4080,Alciopidae,,3,10,3.45,,987
4081,Phrosina semilunata,,3,9,2.93,,987
4082,Salpidae,,3,4,2.35,,987
4083,Phronima sedentaria,,2,10,5.94,,987
4084,Sternoptyx sp.,,2,1,1.92,,988
4085,Unidentified Cephalopoda,,4,1,4.2,,988
4086,Carinaria sp.,,3,3,0.7,,988
4087,Onychoteuthis sp.,,2,1,1.6,by RY,988
4088,Lanceola loveni,,3,2,0.47,,988
4089,Alciopidae,,3,1,0.21,,988
4090,Pterycombus petersii,Juvenile,2,1,0.77,by BM,988
4091,Alciopidae,,4,0,0.62,pieces,988
4092,Alciopidae,,2,19,7.22,,989
4093,Lestidium atlanticum,,2,1,3.93,by BM,989
4094,Sternoptyx sp.,,1,3,13.74,,989
4095,Bolitaenidae,,3,1,2.9,,989
4096,Rubbish - Line/Rope,,0,3,0.17,2 white and 1 blue monofilament,989
4097,Phrosina semilunata,,3,1,0.22,,989
4098,Platyscelus armatus,,2,1,0.43,,990
4099,Phronima sedentaria,,2,1,0.7035,,990
4100,Unidentified Fish,,4,3,0.5,,990
4101,Alciopidae,,3,4,2,,990
4102,Phrosina semilunata,,3,1,0.25,,990
4103,Bolitaenidae,,4,1,1.31,,991
4104,Sternoptyx sp.,,3,5,11.85,,991
4105,Alepisaurus ferox,Juvenile,3,4,4.26,,991
4106,Vinciguerria nimbaria,,3,2,1.71,by BM,991
4107,Platyscelus ovoides,,2,2,1.48,,991
4108,Onychoteuthis sp. Beak,,4,1,0.2,by RY,991
4109,Alciopidae,,3,25,8.15,,991
4110,Unidentified Cephalopoda,Juvenile,3,1,0.1,"by RY; no ID, too tiny",991
4111,Sternoptyx sp.,,2,12,33.79,,991
4112,Sternoptyx sp.,,3,3,6.62,,992
4113,Cephalopod gladius,,4,1,0.82,pen pieces,992
4114,Walvisteuthis sp. Beak,,4,1,0.48,by RY; 1 complete beak,992
4115,Walvisteuthis sp. Beak,,4,1,0.02,by RY; 1/2 beak,992
4116,Ranzania laevis,,1,1,4.53,Saved for archive specimen,993
4117,Psenes maculatus,,2,1,1.08,,993
4118,Taractichthys steindachneri,Juvenile,1,1,1,by BM,993
4119,Unidentified Fish,,4,1,0.25,piece of fish tail,993
4120,Carinaria sp.,,3,3,1.2,,993
4121,Alciopidae,,2,1,1.29,,993
4122,Lanceola loveni,,2,2,0.44,,993
4123,Onykia sp.,,1,2,7.77,by RY,993
4124,Sternoptyx sp.,,2,12,33.19,,994
4125,Alepisaurus ferox,,2,1,24.89,,994
4126,Rubbish - Line/Rope,,0,1,6.2,pink monofilament,994
4127,Sternoptyx sp.,,1,4,8.26,,995
4128,Alepisaurus ferox,,2,1,16.42,"broken, no tail half of body",995
4129,Unidentified 1/2 Cephalopod Beak,,4,1,0.3,by RY; can't identify,995
4130,Phrosina semilunata,,4,1,0.07,,995
4131,Rubbish - Line/Rope,,0,1,0.69,"Brownish twine, covered in worms",995
4132,Alciopidae,,3,6,1.25,can't measure,995
4133,Rubbish - Line/Rope,,0,1,0.75,monofilament ball,996
4134,Sternoptyx sp.,,1,1,7.45,,997
4135,Hirondellea gigas,,2,1,0.29,,997
4136,Phrosina semilunata,,2,1,0.2,,997
